item_id,order_id,service_name,category,quantity,unit_price,labor_hours,discount_pct,line_total
3467,2206,Tire Replacement (set of 4),Repair,1,652.78,1.5,0,652.78
3468,2206,Suspension Repair,Repair,1,342.28,3.0,0,342.28
3469,2207,Wheel Alignment,Maintenance,2,88.14,,0,176.28
3470,2207,Tire Replacement (set of 4),Repair,1,689.46,1.5,0,689.46
3471,2207,Engine Diagnostic,Diagnostic,1,113.68,1.0,0,113.68
3472,2208,Tire Rotation,Maintenance,1,28.03,0.4,0,28.03
3473,2208,Oil Change,Maintenance,1,48.81,0.5,10,43.93
3474,2208,Engine Diagnostic,Diagnostic,1,96.94,1.0,0,96.94
3475,2209,Transmission Service,Repair,1,242.6,2.5,0,242.6
3476,2209,Brake Pad Replacement,Repair,1,205.35,1.5,10,184.82
3477,2210,Full Inspection,Diagnostic,1,54.15,0.8,5,51.44
3478,2211,Wheel Alignment,Maintenance,2,97.11,1.0,10,174.8
3479,2211,Full Inspection,Diagnostic,1,64.59,0.8,5,61.36
3480,2211,Coolant Flush,Maintenance,1,100.29,1.0,0,100.29
3481,2212,Full Inspection,Diagnostic,1,68.85,0.8,0,68.85
3482,2213,Brake Pad Replacement,Repair,1,176.03,1.5,15,149.63
3483,2213,Tire Rotation,Maintenance,2,24.62,0.4,10,44.32
3484,2213,Coolant Flush,Maintenance,1,87.37,1.0,0,87.37
3485,2213,Windshield Wiper Replacement,Maintenance,1,30.32,0.2,0,30.32
3486,2214,Windshield Wiper Replacement,Maintenance,2,28.96,0.2,0,57.92
3487,2214,Engine Diagnostic,Diagnostic,1,98.58,1.0,0,98.58
3488,2215,Battery Replacement,Repair,1,166.3,0.5,0,166.3
3489,2215,Full Inspection,Diagnostic,1,68.03,0.8,0,68.03
3490,2215,AC Recharge,Repair,1,113.57,1.0,0,113.57
3491,2215,Transmission Service,Repair,1,248.28,2.5,0,248.28
3492,2216,Battery Replacement,Repair,1,169.82,0.5,0,169.82
3493,2216,Engine Diagnostic,Diagnostic,1,91.55,1.0,0,91.55
3494,2217,Windshield Wiper Replacement,Maintenance,1,27.69,0.2,0,27.69
3495,2217,Battery Replacement,Repair,1,141.1,0.5,0,141.1
3496,2218,Spark Plug Replacement,Repair,1,136.34,1.2,0,136.34
3497,2219,Engine Diagnostic,Diagnostic,1,93.76,1.0,10,84.38
3498,2220,Suspension Repair,Repair,1,365.45,3.0,0,365.45
3499,2221,AC Recharge,Repair,1,121.4,1.0,0,121.4
3500,2222,AC Recharge,Repair,1,123.05,1.0,0,123.05
3501,2222,Oil Change,Maintenance,1,43.27,0.5,0,43.27
3502,2222,Windshield Wiper Replacement,Maintenance,2,30.53,0.2,0,61.06
3503,2222,Tire Rotation,Maintenance,1,26.64,0.4,0,26.64
3504,2223,Coolant Flush,Maintenance,1,103.34,1.0,0,103.34
3505,2223,Transmission Service,Repair,1,272.12,2.5,0,272.12
3506,2223,Oil Change,Maintenance,1,47.0,0.5,0,47.0
3507,2224,Wheel Alignment,Maintenance,1,101.35,1.0,0,101.35
3508,2226,Oil Change,Maintenance,1,49.7,0.5,0,49.7
3509,2226,Brake Pad Replacement,Repair,1,196.07,1.5,5,186.27
3510,2227,Tire Replacement (set of 4),Repair,1,566.62,1.5,0,566.62
3511,2227,Oil Change,Maintenance,1,40.58,0.5,10,36.52
3512,2227,Brake Pad Replacement,Repair,1,171.56,1.5,15,145.83
3513,2227,Tire Rotation,Maintenance,1,26.65,0.4,0,26.65
3514,2229,Tire Rotation,Maintenance,1,25.07,0.4,0,25.07
3515,2229,AC Recharge,Repair,1,120.07,1.0,0,120.07
3516,2231,Battery Replacement,Repair,1,168.17,0.5,0,168.17
3517,2234,Suspension Repair,Repair,1,359.65,3.0,15,305.7
3518,2234,Spark Plug Replacement,Repair,1,146.55,1.2,0,146.55
3519,2234,Tire Replacement (set of 4),Repair,1,606.65,1.5,5,576.32
3520,2235,Wheel Alignment,Maintenance,1,96.55,1.0,0,96.55
3521,2236,AC Recharge,Repair,1,116.15,1.0,0,116.15
3522,2237,Windshield Wiper Replacement,Maintenance,2,28.43,0.2,10,51.17
3523,2237,Wheel Alignment,Maintenance,1,85.15,1.0,0,85.15
3524,2237,Oil Change,Maintenance,1,44.35,0.5,0,44.35
3525,2238,Brake Pad Replacement,Repair,1,181.35,1.5,0,181.35
3526,2239,Coolant Flush,Maintenance,1,105.24,1.0,0,105.24
3527,2239,Engine Diagnostic,Diagnostic,1,93.0,1.0,0,93.0
3528,2240,Spark Plug Replacement,Repair,1,140.89,1.2,0,140.89
3529,2241,AC Recharge,Repair,1,123.94,1.0,10,111.55
3530,2243,Full Inspection,Diagnostic,1,58.32,0.8,5,55.4
3531,2243,Wheel Alignment,Maintenance,1,92.09,1.0,0,92.09
3532,2244,Tire Replacement (set of 4),Repair,1,604.49,1.5,0,604.49
3533,2245,Brake Pad Replacement,Repair,1,188.82,1.5,0,188.82
3534,2246,Battery Replacement,Repair,1,151.27,0.5,0,151.27
3535,2247,Brake Pad Replacement,Repair,1,169.4,1.5,0,169.4
3536,2247,Windshield Wiper Replacement,Maintenance,2,27.87,0.2,0,55.74
3537,2247,Tire Rotation,Maintenance,1,25.92,0.4,0,25.92
3538,2249,Tire Rotation,Maintenance,1,28.14,0.4,0,28.14
3539,2250,Windshield Wiper Replacement,Maintenance,1,29.58,0.2,0,29.58
3540,2250,Coolant Flush,Maintenance,1,102.91,1.0,0,102.91
3541,2251,Battery Replacement,Repair,1,159.7,0.5,0,159.7
3542,2252,Transmission Service,Repair,1,283.22,2.5,0,283.22
3543,2253,Oil Change,Maintenance,1,49.74,0.5,0,49.74
3544,2253,AC Recharge,Repair,1,125.0,1.0,0,125.0
3545,2255,AC Recharge,Repair,1,127.71,1.0,0,127.71
3546,2255,Tire Rotation,Maintenance,1,28.11,0.4,0,28.11
3547,2257,Transmission Service,Repair,1,249.97,2.5,5,237.47
3548,2258,Windshield Wiper Replacement,Maintenance,1,29.45,0.2,0,29.45
3549,2258,Engine Diagnostic,Diagnostic,1,90.27,1.0,0,90.27
3550,2258,Suspension Repair,Repair,1,354.12,3.0,0,354.12
3551,2259,Tire Rotation,Maintenance,1,27.51,0.4,0,27.51
3552,2260,Suspension Repair,Repair,1,296.36,3.0,0,296.36
3553,2260,Brake Pad Replacement,Repair,1,187.96,1.5,0,187.96
3554,2260,Spark Plug Replacement,Repair,1,132.08,1.2,0,132.08
3555,2260,Wheel Alignment,Maintenance,2,83.67,1.0,0,167.34
3556,2261,Wheel Alignment,Maintenance,1,103.06,1.0,0,103.06
3557,2261,Tire Replacement (set of 4),Repair,1,591.28,1.5,0,591.28
3558,2261,Coolant Flush,Maintenance,1,87.1,1.0,0,87.1
3559,2262,Wheel Alignment,Maintenance,1,94.38,1.0,0,94.38
3560,2262,Suspension Repair,Repair,1,347.11,3.0,0,347.11
3561,2262,Battery Replacement,Repair,1,136.22,0.5,0,136.22
3562,2263,Suspension Repair,Repair,1,340.7,3.0,0,340.7
3563,2263,Engine Diagnostic,Diagnostic,1,103.31,1.0,0,103.31
3564,2264,Battery Replacement,Repair,1,138.87,0.5,5,131.93
3565,2264,Brake Pad Replacement,Repair,1,169.76,1.5,5,161.27
3566,2265,Tire Replacement (set of 4),Repair,1,646.04,1.5,5,613.74
3567,2265,Spark Plug Replacement,Repair,1,126.63,1.2,0,126.63
3568,2266,Battery Replacement,Repair,1,170.19,0.5,0,170.19
3569,2267,Transmission Service,Repair,1,276.17,2.5,0,276.17
3570,2267,AC Recharge,Repair,1,137.51,1.0,0,137.51
3571,2267,Windshield Wiper Replacement,Maintenance,2,28.95,0.2,0,57.9
3572,2267,Tire Rotation,Maintenance,1,28.56,0.4,0,28.56
3573,2268,AC Recharge,Repair,1,120.94,1.0,0,120.94
3574,2268,Tire Replacement (set of 4),Repair,1,611.87,1.5,0,611.87
3575,2268,Spark Plug Replacement,Repair,1,118.64,1.2,0,118.64
3576,2269,Engine Diagnostic,Diagnostic,1,91.32,1.0,10,82.19
3577,2269,Suspension Repair,Repair,1,343.36,3.0,0,343.36
3578,2269,Brake Pad Replacement,Repair,1,182.61,1.5,0,182.61
3579,2269,Tire Rotation,Maintenance,1,23.92,0.4,0,23.92
3580,2270,Tire Rotation,Maintenance,1,26.34,0.4,10,23.71
3581,2270,Oil Change,Maintenance,1,43.34,0.5,0,43.34
3582,2270,Coolant Flush,Maintenance,2,99.22,1.0,0,198.44
3583,2270,Wheel Alignment,Maintenance,1,89.08,1.0,0,89.08
3584,2271,Transmission Service,Repair,1,276.47,2.5,0,276.47
3585,2271,Tire Replacement (set of 4),Repair,1,685.21,1.5,5,650.95
3586,2272,Tire Replacement (set of 4),Repair,1,631.99,1.5,0,631.99
3587,2272,Full Inspection,Diagnostic,1,59.26,0.8,10,53.33
3588,2273,Oil Change,Maintenance,1,44.58,0.5,5,42.35
3589,2273,Windshield Wiper Replacement,Maintenance,1,33.04,0.2,0,33.04
3590,2274,Tire Replacement (set of 4),Repair,1,608.87,,0,608.87
3591,2274,Coolant Flush,Maintenance,1,90.47,1.0,0,90.47
3592,2275,Windshield Wiper Replacement,Maintenance,2,27.64,0.2,0,55.28
3593,2275,Full Inspection,Diagnostic,1,61.0,0.8,0,61.0
3594,2276,Brake Pad Replacement,Repair,1,183.7,1.5,0,183.7
3595,2276,Suspension Repair,Repair,1,355.27,3.0,0,355.27
3596,2276,Full Inspection,Diagnostic,1,57.32,0.8,0,57.32
3597,2276,Windshield Wiper Replacement,Maintenance,2,29.86,0.2,10,53.75
3598,2277,Engine Diagnostic,Diagnostic,1,110.21,1.0,0,110.21
3599,2277,Suspension Repair,Repair,1,353.89,3.0,10,318.5
3600,2277,Full Inspection,Diagnostic,1,59.77,0.8,10,53.79
3601,2278,Transmission Service,Repair,1,253.7,2.5,0,253.7
3602,2279,Coolant Flush,Maintenance,1,92.7,1.0,0,92.7
3603,2280,Wheel Alignment,Maintenance,1,101.98,1.0,0,101.98
3604,2280,Suspension Repair,Repair,1,297.49,3.0,0,297.49
3605,2281,Full Inspection,Diagnostic,1,68.01,0.8,5,64.61
3606,2282,Engine Diagnostic,Diagnostic,1,107.1,1.0,0,107.1
3607,2283,Tire Rotation,Maintenance,1,25.82,0.4,0,25.82
3608,2283,Tire Replacement (set of 4),Repair,1,563.06,1.5,10,506.75
3609,2284,Oil Change,Maintenance,2,45.85,0.5,5,87.12
3610,2286,Coolant Flush,Maintenance,2,95.18,1.0,10,171.32
3611,2286,Brake Pad Replacement,Repair,1,169.25,1.5,0,169.25
3612,2286,Windshield Wiper Replacement,Maintenance,1,31.92,0.2,0,31.92
3613,2287,Suspension Repair,Repair,1,365.69,3.0,0,365.69
3614,2287,Tire Replacement (set of 4),Repair,1,645.14,1.5,0,645.14
3615,2288,Oil Change,Maintenance,2,48.54,0.5,0,97.08
3616,2288,Tire Replacement (set of 4),Repair,1,568.61,1.5,0,568.61
3617,2289,Tire Rotation,Maintenance,1,25.11,0.4,0,25.11
3618,2289,Suspension Repair,Repair,1,297.31,3.0,0,297.31
3619,2291,Full Inspection,Diagnostic,1,63.19,0.8,0,63.19
3620,2291,Suspension Repair,Repair,1,363.08,3.0,0,363.08
3621,2292,Engine Diagnostic,Diagnostic,1,106.54,1.0,5,101.21
3622,2292,AC Recharge,Repair,1,110.3,1.0,5,104.78
3623,2292,Suspension Repair,Repair,1,316.37,3.0,0,316.37
3624,2292,Spark Plug Replacement,Repair,1,134.9,1.2,0,134.9
3625,2293,Full Inspection,Diagnostic,1,60.05,0.8,0,60.05
3626,2294,Full Inspection,Diagnostic,1,66.5,0.8,0,66.5
3627,2294,Coolant Flush,Maintenance,1,104.85,1.0,15,89.12
3628,2295,Tire Rotation,Maintenance,2,26.32,0.4,15,44.74
3629,2296,Transmission Service,Repair,1,248.34,2.5,0,248.34
3630,2297,Brake Pad Replacement,Repair,1,173.49,1.5,0,173.49
3631,2297,Engine Diagnostic,Diagnostic,1,92.65,1.0,0,92.65
3632,2298,Wheel Alignment,Maintenance,1,88.99,1.0,0,88.99
3633,2299,Wheel Alignment,Maintenance,1,90.3,1.0,0,90.3
3634,2300,Tire Rotation,Maintenance,1,26.72,0.4,10,24.05
3635,2303,Oil Change,Maintenance,1,47.9,0.5,0,47.9
3636,2305,AC Recharge,Repair,1,110.1,1.0,0,110.1
3637,2305,Full Inspection,Diagnostic,1,59.93,0.8,0,59.93
3638,2305,Brake Pad Replacement,Repair,1,170.18,1.5,0,170.18
3639,2308,Wheel Alignment,Maintenance,1,84.53,1.0,5,80.3
3640,2308,Tire Rotation,Maintenance,2,27.67,0.4,0,55.34
3641,2308,Engine Diagnostic,Diagnostic,1,91.05,1.0,0,91.05
3642,2308,Coolant Flush,Maintenance,1,95.46,1.0,0,95.46
3643,2309,Coolant Flush,Maintenance,1,89.49,1.0,0,89.49
3644,2310,Tire Rotation,Maintenance,2,28.0,0.4,0,56.0
3645,2310,AC Recharge,Repair,1,124.71,1.0,10,112.24
3646,2312,AC Recharge,Repair,1,114.94,1.0,0,114.94
3647,2313,Coolant Flush,Maintenance,2,97.43,1.0,0,194.86
3648,2313,Transmission Service,Repair,1,270.72,2.5,0,270.72
3649,2313,Wheel Alignment,Maintenance,2,102.56,1.0,0,205.12
3650,2314,Suspension Repair,Repair,1,305.64,3.0,0,305.64
3651,2315,Engine Diagnostic,Diagnostic,1,112.15,1.0,10,100.94
3652,2316,Brake Pad Replacement,Repair,1,204.04,1.5,0,204.04
3653,2317,Wheel Alignment,Maintenance,1,101.62,1.0,0,101.62
3654,2317,Engine Diagnostic,Diagnostic,1,105.89,1.0,0,105.89
3655,2317,Battery Replacement,Repair,1,158.62,0.5,0,158.62
3656,2317,Tire Rotation,Maintenance,1,25.02,0.4,0,25.02
3657,2318,Spark Plug Replacement,Repair,1,141.45,1.2,0,141.45
3658,2319,Tire Replacement (set of 4),Repair,1,640.35,1.5,0,640.35
3659,2319,Brake Pad Replacement,Repair,1,192.48,1.5,0,192.48
3660,2320,Tire Rotation,Maintenance,1,25.18,0.4,0,25.18
3661,2320,AC Recharge,Repair,1,129.94,1.0,0,129.94
3662,2320,Engine Diagnostic,Diagnostic,1,110.61,1.0,0,110.61
3663,2323,Engine Diagnostic,Diagnostic,1,93.66,1.0,0,93.66
3664,2323,Coolant Flush,Maintenance,1,105.28,1.0,10,94.75
3665,2323,Transmission Service,Repair,1,258.77,2.5,0,258.77
3666,2323,Suspension Repair,Repair,1,355.57,3.0,0,355.57
3667,2325,Brake Pad Replacement,Repair,1,181.41,1.5,0,181.41
3668,2325,Transmission Service,Repair,1,248.69,2.5,0,248.69
3669,2326,Battery Replacement,Repair,1,169.31,0.5,0,169.31
3670,2326,Brake Pad Replacement,Repair,1,173.3,1.5,0,173.3
3671,2327,Spark Plug Replacement,Repair,1,144.44,1.2,0,144.44
3672,2327,Full Inspection,Diagnostic,1,61.26,0.8,15,52.07
3673,2329,Tire Replacement (set of 4),Repair,1,637.68,1.5,0,637.68
3674,2330,Tire Replacement (set of 4),Repair,1,605.81,1.5,0,605.81
3675,2331,Oil Change,Maintenance,1,46.95,0.5,0,46.95
3676,2331,Windshield Wiper Replacement,Maintenance,1,29.44,0.2,0,29.44
3677,2332,Tire Rotation,Maintenance,1,22.75,0.4,0,22.75
3678,2333,Wheel Alignment,Maintenance,1,87.12,1.0,0,87.12
3679,2334,Spark Plug Replacement,Repair,1,117.21,1.2,0,117.21
3680,2335,Coolant Flush,Maintenance,1,108.74,1.0,0,108.74
3681,2335,Brake Pad Replacement,Repair,1,205.46,1.5,0,205.46
3682,2335,Suspension Repair,Repair,1,319.61,3.0,0,319.61
3683,2336,Brake Pad Replacement,Repair,1,194.78,1.5,5,185.04
3684,2338,Windshield Wiper Replacement,Maintenance,1,29.59,0.2,0,29.59
3685,2338,Suspension Repair,Repair,1,341.69,,0,341.69
3686,2339,Full Inspection,Diagnostic,1,66.08,0.8,5,62.78
3687,2340,Oil Change,Maintenance,1,51.15,0.5,0,51.15
3688,2341,Transmission Service,Repair,1,250.01,2.5,0,250.01
3689,2342,Oil Change,Maintenance,1,49.31,0.5,0,49.31
3690,2344,Tire Rotation,Maintenance,1,24.16,0.4,0,24.16
3691,2345,Windshield Wiper Replacement,Maintenance,1,34.43,0.2,5,32.71
3692,2346,Brake Pad Replacement,Repair,1,163.16,1.5,10,146.84
3693,2346,Coolant Flush,Maintenance,1,99.83,1.0,5,94.84
3694,2347,Transmission Service,Repair,1,266.22,2.5,0,266.22
3695,2347,Windshield Wiper Replacement,Maintenance,1,32.16,0.2,0,32.16
3696,2348,Suspension Repair,Repair,1,297.63,3.0,0,297.63
3697,2349,Spark Plug Replacement,Repair,1,147.5,1.2,15,125.38
3698,2351,Brake Pad Replacement,Repair,1,170.15,1.5,0,170.15
3699,2352,Coolant Flush,Maintenance,1,100.29,1.0,10,90.26
3700,2352,Oil Change,Maintenance,1,43.01,0.5,0,43.01
3701,2353,Wheel Alignment,Maintenance,1,87.91,1.0,0,87.91
3702,2354,Engine Diagnostic,Diagnostic,1,103.66,1.0,0,103.66
3703,2354,Tire Replacement (set of 4),Repair,1,622.66,1.5,0,622.66
3704,2354,Transmission Service,Repair,1,235.01,2.5,0,235.01
3705,2354,Tire Rotation,Maintenance,1,23.57,0.4,0,23.57
3706,2355,Brake Pad Replacement,Repair,1,180.82,1.5,0,180.82
3707,2355,Spark Plug Replacement,Repair,1,141.61,1.2,0,141.61
3708,2355,Wheel Alignment,Maintenance,1,101.2,1.0,15,86.02
3709,2355,Coolant Flush,Maintenance,1,87.5,1.0,0,87.5
3710,2356,Tire Replacement (set of 4),Repair,1,618.93,1.5,0,618.93
3711,2356,Coolant Flush,Maintenance,1,87.88,1.0,0,87.88
3712,2357,Coolant Flush,Maintenance,1,85.89,1.0,0,85.89
3713,2357,Oil Change,Maintenance,1,47.94,0.5,0,47.94
3714,2358,Oil Change,Maintenance,2,47.28,0.5,0,94.56
3715,2359,Coolant Flush,Maintenance,1,89.37,1.0,0,89.37
3716,2360,Full Inspection,Diagnostic,1,57.51,0.8,0,57.51
3717,2361,Coolant Flush,Maintenance,1,86.06,1.0,0,86.06
3718,2363,Tire Replacement (set of 4),Repair,1,687.42,1.5,0,687.42
3719,2363,Brake Pad Replacement,Repair,1,205.86,1.5,15,174.98
3720,2363,Transmission Service,Repair,1,233.47,2.5,0,233.47
3721,2363,Coolant Flush,Maintenance,1,91.0,1.0,0,91.0
3722,2364,Suspension Repair,Repair,1,357.47,3.0,15,303.85
3723,2364,Brake Pad Replacement,Repair,1,203.69,1.5,0,203.69
3724,2365,Coolant Flush,Maintenance,1,95.47,1.0,0,95.47
3725,2366,Brake Pad Replacement,Repair,1,164.28,1.5,0,164.28
3726,2366,Tire Rotation,Maintenance,2,22.75,0.4,0,45.5
3727,2367,Oil Change,Maintenance,1,46.96,0.5,0,46.96
3728,2367,Brake Pad Replacement,Repair,1,179.68,1.5,0,179.68
3729,2369,Tire Rotation,Maintenance,2,22.68,0.4,0,45.36
3730,2371,Oil Change,Maintenance,1,47.06,0.5,10,42.35
3731,2371,Wheel Alignment,Maintenance,2,81.25,1.0,0,162.5
3732,2371,Engine Diagnostic,Diagnostic,1,109.68,1.0,0,109.68
3733,2372,Transmission Service,Repair,1,244.15,2.5,0,244.15
3734,2373,Tire Rotation,Maintenance,1,22.75,0.4,0,22.75
3735,2373,Suspension Repair,Repair,1,335.07,3.0,5,318.32
3736,2374,Coolant Flush,Maintenance,1,94.95,1.0,10,85.46
3737,2374,Tire Replacement (set of 4),Repair,1,708.94,1.5,0,708.94
3738,2374,Full Inspection,Diagnostic,1,62.16,0.8,5,59.05
3739,2375,Suspension Repair,Repair,1,310.02,3.0,15,263.52
3740,2376,Wheel Alignment,Maintenance,1,96.96,1.0,5,92.11
3741,2376,Full Inspection,Diagnostic,1,58.07,0.8,15,49.36
3742,2376,Engine Diagnostic,Diagnostic,1,112.61,1.0,5,106.98
3743,2377,Tire Rotation,Maintenance,1,24.84,0.4,0,24.84
3744,2377,Coolant Flush,Maintenance,2,98.56,1.0,0,197.12
3745,2378,Windshield Wiper Replacement,Maintenance,2,27.38,0.2,0,54.76
3746,2378,Engine Diagnostic,Diagnostic,1,100.65,1.0,15,85.55
3747,2378,Battery Replacement,Repair,1,166.21,0.5,10,149.59
3748,2378,Coolant Flush,Maintenance,1,104.63,1.0,0,104.63
3749,2379,Brake Pad Replacement,Repair,1,172.09,1.5,0,172.09
3750,2381,Tire Rotation,Maintenance,1,23.91,0.4,10,21.52
3751,2383,AC Recharge,Repair,1,132.52,1.0,0,132.52
3752,2383,Wheel Alignment,Maintenance,2,101.93,1.0,0,203.86
3753,2384,Engine Diagnostic,Diagnostic,1,92.38,1.0,0,92.38
3754,2384,Battery Replacement,Repair,1,151.88,0.5,0,151.88
3755,2385,AC Recharge,Repair,1,118.12,,0,118.12
3756,2385,Tire Rotation,Maintenance,1,27.94,0.4,0,27.94
3757,2385,Suspension Repair,Repair,1,294.68,3.0,0,294.68
3758,2388,Tire Replacement (set of 4),Repair,1,590.72,1.5,5,561.18
3759,2390,Tire Rotation,Maintenance,1,27.2,0.4,0,27.2
3760,2391,Wheel Alignment,Maintenance,1,82.15,1.0,0,82.15
3761,2392,Windshield Wiper Replacement,Maintenance,2,30.69,0.2,0,61.38
3762,2392,Spark Plug Replacement,Repair,1,131.37,1.2,0,131.37
3763,2393,Battery Replacement,Repair,1,147.54,0.5,0,147.54
3764,2393,Windshield Wiper Replacement,Maintenance,1,29.96,0.2,0,29.96
3765,2393,AC Recharge,Repair,1,123.9,1.0,0,123.9
3766,2394,Transmission Service,Repair,1,235.09,2.5,10,211.58
3767,2394,Tire Replacement (set of 4),Repair,1,646.66,1.5,0,646.66
3768,2394,Full Inspection,Diagnostic,1,66.08,0.8,0,66.08
3769,2396,Suspension Repair,Repair,1,348.81,3.0,15,296.49
3770,2398,Transmission Service,Repair,1,234.62,2.5,0,234.62
3771,2399,Engine Diagnostic,Diagnostic,1,93.73,1.0,0,93.73
3772,2399,Full Inspection,Diagnostic,1,58.02,0.8,0,58.02
3773,2400,Tire Replacement (set of 4),Repair,1,613.97,1.5,0,613.97
3774,2400,AC Recharge,Repair,1,120.25,1.0,0,120.25
3775,2401,Brake Pad Replacement,Repair,1,192.59,1.5,15,163.7
3776,2402,Spark Plug Replacement,Repair,1,118.84,1.2,0,118.84
3777,2402,Suspension Repair,Repair,1,290.77,3.0,5,276.23
3778,2402,Engine Diagnostic,Diagnostic,1,99.8,1.0,0,99.8
3779,2403,Suspension Repair,Repair,1,343.77,3.0,15,292.2
3780,2403,Transmission Service,Repair,1,237.09,2.5,5,225.24
3781,2404,Coolant Flush,Maintenance,1,100.74,1.0,5,95.7
3782,2404,Tire Replacement (set of 4),Repair,1,598.27,1.5,0,598.27
3783,2405,Spark Plug Replacement,Repair,1,145.8,1.2,0,145.8
3784,2405,Brake Pad Replacement,Repair,1,202.31,1.5,0,202.31
3785,2405,Tire Replacement (set of 4),Repair,1,604.08,1.5,0,604.08
3786,2406,Spark Plug Replacement,Repair,1,124.47,1.2,0,124.47
3787,2406,Transmission Service,Repair,1,250.71,2.5,0,250.71
3788,2407,Coolant Flush,Maintenance,1,91.21,1.0,0,91.21
3789,2407,Windshield Wiper Replacement,Maintenance,1,32.04,0.2,0,32.04
3790,2408,Oil Change,Maintenance,1,49.79,0.5,0,49.79
3791,2408,Wheel Alignment,Maintenance,1,96.14,1.0,0,96.14
3792,2408,Suspension Repair,Repair,1,353.95,3.0,0,353.95
3793,2409,Tire Replacement (set of 4),Repair,1,619.53,1.5,0,619.53
3794,2409,Full Inspection,Diagnostic,1,56.34,0.8,0,56.34
3795,2410,Suspension Repair,Repair,1,347.04,3.0,0,347.04
3796,2410,Tire Replacement (set of 4),Repair,1,613.87,1.5,0,613.87
3797,2411,Wheel Alignment,Maintenance,1,96.1,1.0,0,96.1
3798,2411,Oil Change,Maintenance,2,43.54,0.5,0,87.08
3799,2411,Brake Pad Replacement,Repair,1,165.66,1.5,0,165.66
3800,2412,AC Recharge,Repair,1,137.78,1.0,0,137.78
3801,2412,Battery Replacement,Repair,1,140.86,0.5,0,140.86
3802,2412,Spark Plug Replacement,Repair,1,149.12,1.2,5,141.66
3803,2413,Brake Pad Replacement,Repair,1,205.98,1.5,15,175.08
3804,2413,Suspension Repair,Repair,1,351.51,3.0,0,351.51
3805,2414,Windshield Wiper Replacement,Maintenance,1,31.95,0.2,0,31.95
3806,2414,Transmission Service,Repair,1,261.11,2.5,0,261.11
3807,2415,Brake Pad Replacement,Repair,1,200.97,1.5,0,200.97
3808,2415,Tire Replacement (set of 4),Repair,1,602.86,1.5,0,602.86
3809,2415,Windshield Wiper Replacement,Maintenance,2,30.51,0.2,0,61.02
3810,2415,Wheel Alignment,Maintenance,1,94.94,1.0,10,85.45
3811,2416,Brake Pad Replacement,Repair,1,180.5,1.5,0,180.5
3812,2416,Full Inspection,Diagnostic,1,60.41,0.8,0,60.41
3813,2417,Tire Replacement (set of 4),Repair,1,609.19,1.5,5,578.73
3814,2417,Wheel Alignment,Maintenance,1,93.7,1.0,0,93.7
3815,2418,Windshield Wiper Replacement,Maintenance,1,33.38,0.2,0,33.38
3816,2418,Tire Rotation,Maintenance,1,23.76,0.4,0,23.76
3817,2418,Full Inspection,Diagnostic,1,68.02,0.8,0,68.02
3818,2421,Engine Diagnostic,Diagnostic,1,107.23,1.0,5,101.87
3819,2422,Transmission Service,Repair,1,276.45,2.5,15,234.98
3820,2423,Tire Rotation,Maintenance,1,25.98,0.4,5,24.68
3821,2424,Tire Replacement (set of 4),Repair,1,678.83,1.5,0,678.83
3822,2425,Transmission Service,Repair,1,226.01,2.5,0,226.01
3823,2425,Windshield Wiper Replacement,Maintenance,1,33.14,0.2,0,33.14
3824,2426,Suspension Repair,Repair,1,291.21,3.0,5,276.65
3825,2427,Brake Pad Replacement,Repair,1,202.05,1.5,0,202.05
3826,2427,Windshield Wiper Replacement,Maintenance,1,34.44,0.2,5,32.72
3827,2428,Oil Change,Maintenance,1,43.81,0.5,15,37.24
3828,2428,Wheel Alignment,Maintenance,1,85.73,1.0,0,85.73
3829,2429,AC Recharge,Repair,1,130.96,1.0,0,130.96
3830,2430,Tire Rotation,Maintenance,1,24.08,0.4,0,24.08
3831,2430,Engine Diagnostic,Diagnostic,1,111.64,1.0,0,111.64
3832,2430,Windshield Wiper Replacement,Maintenance,1,27.77,0.2,0,27.77
3833,2431,AC Recharge,Repair,1,111.78,1.0,0,111.78
3834,2431,Transmission Service,Repair,1,286.2,2.5,0,286.2
3835,2431,Tire Rotation,Maintenance,1,26.71,0.4,0,26.71
3836,2432,Battery Replacement,Repair,1,166.76,0.5,5,158.42
3837,2432,Engine Diagnostic,Diagnostic,1,98.11,1.0,0,98.11
3838,2434,Engine Diagnostic,Diagnostic,1,106.91,1.0,0,106.91
3839,2434,Transmission Service,Repair,1,262.14,2.5,0,262.14
3840,2435,Full Inspection,Diagnostic,1,63.05,0.8,15,53.59
3841,2435,Windshield Wiper Replacement,Maintenance,1,32.12,0.2,0,32.12
3842,2436,Spark Plug Replacement,Repair,1,135.7,1.2,0,135.7
3843,2436,Wheel Alignment,Maintenance,1,90.65,1.0,0,90.65
3844,2436,AC Recharge,Repair,1,116.28,1.0,0,116.28
3845,2437,Tire Rotation,Maintenance,1,27.3,0.4,0,27.3
3846,2437,Battery Replacement,Repair,1,143.49,0.5,5,136.32
3847,2437,Brake Pad Replacement,Repair,1,193.16,1.5,0,193.16
3848,2437,Transmission Service,Repair,1,239.58,2.5,5,227.6
3849,2439,Oil Change,Maintenance,2,47.53,0.5,0,95.06
3850,2439,Wheel Alignment,Maintenance,1,97.81,1.0,0,97.81
3851,2440,Tire Rotation,Maintenance,1,23.87,0.4,0,23.87
