order_id,customer_id,vehicle_id,branch_id,employee_id,order_date,status,payment_method,customer_rating
3698,1904,1844,5,170,2023-10-04,Completed,Debit Card,4.0
3699,1436,1697,6,94,2023-10-07,Completed,Cash,
3700,1940,1,9,115,2024-01-05,Cancelled,,
3701,554,2694,8,90,2024-07-17,Completed,Financing,5.0
3702,1459,616,6,49,2023-02-06,Completed,Insurance,2.0
3703,1991,1702,5,60,2024-02-17,Completed,Debit Card,
3704,826,1615,4,167,2023-04-19,Completed,Financing,5.0
3705,293,845,1,139,2024-06-10,Completed,Insurance,
3706,2602,982,2,92,2023-04-12,Completed,Insurance,
3707,352,1083,11,102,2024-08-19,Completed,Debit Card,
3708,1711,589,2,64,2025-03-30,Completed,Debit Card,5.0
3709,2754,2426,8,159,2024-07-26,Cancelled,,
3710,2542,3436,11,157,2024-02-21,Completed,Insurance,
3711,2361,3298,10,159,2024-02-07,Completed,Cash,2.0
3712,132,3279,2,107,2024-10-26,Completed,Insurance,1.0
3713,1858,2153,9,123,2023-11-20,In Progress,Debit Card,
3714,536,1766,2,113,2023-07-08,Completed,Debit Card,
3715,277,3017,11,115,2025-07-26,Completed,Financing,
3716,561,275,5,46,2024-06-27,Completed,Cash,
3717,1188,917,8,117,2025-03-04,Completed,Insurance,
3718,2024,1634,3,105,2024-07-13,Completed,Credit Card,2.0
3719,2545,159,1,45,2025-08-11,Completed,Debit Card,5.0
3720,2718,2384,2,53,2025-08-28,Completed,Cash,2.0
3721,2707,2549,3,117,2023-06-02,Completed,Credit Card,2.0
3722,1790,1570,11,57,2025-12-13,Completed,Credit Card,3.0
3723,1412,2809,11,77,2025-08-04,Completed,Insurance,1.0
3724,2017,151,10,174,2024-08-25,Completed,Financing,
3725,817,959,11,167,2025-03-27,Cancelled,,
3726,2356,1686,3,147,2023-03-25,Completed,Debit Card,5.0
3727,1790,1570,4,126,2025-05-24,Cancelled,,
3728,1182,1752,4,96,2025-02-07,Completed,Debit Card,1.0
3729,906,3238,8,66,01/09/2025,Completed,Financing,
3730,2309,2906,4,129,2025-11-11,Completed,Credit Card,
3731,2399,1300,3,165,2023-09-26,Completed,Credit Card,4.0
3732,587,2627,10,138,2025-10-26,Cancelled,,
3733,667,507,9,18,2023-12-23,Completed,Cash,
3734,1822,701,9,144,2023-01-08,Completed,Debit Card,2.0
3735,1659,2783,5,111,2024-08-25,In Progress,Insurance,
3736,1515,1335,2,93,2025-08-26,Cancelled,,
3737,2034,1631,7,91,2024-01-11,In Progress,Credit Card,
3738,1845,1224,4,147,2025-12-21,Completed,Financing,
3739,587,2551,10,102,2023-08-31,Completed,Credit Card,3.0
3740,2773,2360,9,76,2025-01-18,Completed,Debit Card,5.0
3741,1753,2265,5,175,2023-04-24,Cancelled,,
3742,537,1872,1,40,2024-10-21,Completed,Financing,
3743,2226,1098,7,151,2024-11-01,Cancelled,,
3744,599,1882,12,29,2024-05-29,In Progress,Credit Card,
3745,903,2874,7,126,2025-04-19,Completed,Credit Card,1.0
3746,337,118,2,121,2025-07-06,Completed,Credit Card,
3747,2385,656,1,64,2023-02-20,Completed,Insurance,
3748,1768,536,4,64,2025-11-13,Completed,Debit Card,
3749,1809,2468,5,67,2023-07-27,Completed,Insurance,
3750,1738,2563,2,6,2023-10-30,Cancelled,,
3751,2478,1057,11,28,2023-02-23,Completed,Debit Card,4.0
3752,2868,1366,5,178,2024-12-13,Completed,Insurance,3.0
3753,2490,1703,12,155,2024-03-27,Completed,Credit Card,2.0
3754,854,1670,3,124,2025-11-13,In Progress,Insurance,
3755,470,626,1,26,2024-01-28,Cancelled,,
3756,1238,805,1,61,2025-04-10,Completed,Financing,3.0
3757,2179,2165,10,154,2024-08-16,Completed,Credit Card,5.0
3758,2189,2987,12,33,2023-08-21,Completed,Insurance,
3759,2478,1057,5,169,2023-05-01,Completed,Insurance,
3760,46,2214,10,99,2023-04-21,In Progress,Financing,
3761,904,1913,9,7,2024-10-05,Completed,Credit Card,
3762,2258,3286,8,10,2025-09-18,Completed,Financing,3.0
3763,501,311,12,160,2025-11-04,Cancelled,,
3764,164,2991,5,148,2024-01-05,In Progress,Credit Card,
3765,1337,942,10,127,2025-08-05,Cancelled,,
3766,1786,2105,1,24,2023-03-04,Completed,Debit Card,
3767,2924,3174,12,166,2025-05-05,Cancelled,,
3768,2340,1280,11,3,2024-09-08,Completed,Debit Card,2.0
3769,895,58,1,97,2025-03-03,Completed,Debit Card,3.0
3770,1838,2302,8,59,2025-12-08,Completed,Debit Card,1.0
3771,844,1167,8,81,2024-08-01,Completed,Insurance,
3772,2103,2875,6,65,2023-06-23,Cancelled,,
3773,2247,1720,2,23,2025-07-23,In Progress,Debit Card,
3774,1044,613,2,40,2025-07-27,Completed,Insurance,4.0
3775,324,468,8,84,2024-07-14,Completed,Debit Card,1.0
3776,2814,3150,6,70,2025-02-24,Completed,Insurance,
3777,2205,862,5,126,2023-04-25,Completed,Cash,
3778,218,3169,3,2,2025-02-25,Completed,Credit Card,3.0
3779,1496,225,9,130,2023-09-27,Completed,Financing,
3780,833,310,4,8,2024-02-28,In Progress,Cash,
3781,2185,3228,12,132,2023-03-27,Completed,Credit Card,5.0
3782,1845,1224,4,129,2023-03-13,Completed,Cash,
3783,579,567,10,158,2025-01-26,Cancelled,,
3784,2862,2803,3,99,2024-11-18,Completed,Debit Card,
3785,2518,163,11,109,2023-11-13,Completed,Cash,4.0
3786,1635,3339,7,25,2025-01-10,Cancelled,,
3787,144,3442,1,90,2025-04-16,Completed,Debit Card,1.0
3788,1669,146,12,102,2024-11-09,Completed,Cash,4.0
3789,822,1934,12,27,2024-11-22,Completed,Credit Card,
3790,1447,3397,3,176,2023-10-29,Completed,Credit Card,
3791,2391,691,4,65,2024-10-26,Completed,Insurance,
3792,2129,3417,6,12,2024-08-16,In Progress,Cash,
3793,806,1324,5,154,2025-11-26,In Progress,Credit Card,
3794,410,1586,10,149,2023-04-14,Completed,Insurance,5.0
3795,411,2483,10,140,2024-08-14,Completed,Cash,1.0
3796,789,1621,1,149,2023-10-27,Cancelled,,
3797,2619,144,10,13,2025-01-19,Completed,Debit Card,
3798,337,2318,9,1,2023-02-07,Completed,Insurance,2.0
3799,1084,210,9,85,2025-10-27,In Progress,Debit Card,
3800,2404,2376,4,100,2024-02-28,Completed,Insurance,3.0
3801,1612,578,10,91,2025-10-07,Completed,Cash,
3802,20,3188,3,27,2025-07-08,Completed,Debit Card,2.0
3803,898,574,12,144,2025-01-02,Completed,Cash,1.0
3804,1332,1245,2,71,2025-05-15,Completed,Credit Card,
3805,2568,3387,2,84,2023-06-30,Cancelled,,
3806,612,1113,5,4,2025-11-19,Cancelled,,
3807,1845,1224,7,177,2023-05-30,Completed,Financing,
3808,561,15,8,124,2023-07-29,Completed,Financing,4.0
3809,2530,949,1,78,2024-11-16,In Progress,Insurance,
3810,1097,43,8,45,2024-01-25,In Progress,Credit Card,
3811,2206,997,11,77,12/31/2023,In Progress,Cash,
3812,208,84,2,143,2023-11-21,Completed,Insurance,2.0
3813,2817,2687,5,71,2024-02-14,Completed,Credit Card,
3814,1281,2458,1,41,2024-05-29,Completed,Insurance,4.0
3815,2948,1753,8,76,2025-06-17,Completed,Financing,5.0
3816,1753,3161,11,53,2024-02-17,Completed,Debit Card,
3817,982,1157,9,91,2023-07-13,Completed,Financing,5.0
3818,94,7,12,9,2025-12-11,Completed,Cash,5.0
3819,763,1924,1,59,2023-12-02,Completed,Debit Card,
3820,125,1598,8,177,2024-04-18,Completed,Cash,
3821,1753,3161,1,45,2025-11-06,Cancelled,,
3822,2798,3170,5,147,2024-02-11,Completed,Cash,4.0
3823,30,2777,8,64,2024-03-12,In Progress,Cash,
3824,2487,2423,12,167,2023-12-04,Completed,Debit Card,
3825,2243,22,7,176,2023-05-28,Completed,Cash,3.0
3826,2216,1623,10,65,2023-11-03,In Progress,Credit Card,
3827,2852,1501,12,171,2025-04-12,Completed,Insurance,
3828,1758,1760,12,57,2023-07-14,Completed,Financing,1.0
3829,222,640,6,101,2023-04-07,Completed,Financing,4.0
3830,2022,1786,1,15,2024-09-05,Cancelled,,
3831,9,1091,2,174,2024-08-14,Completed,Insurance,
3832,591,289,7,77,2023-04-23,Completed,Credit Card,3.0
3833,2578,1897,7,3,2025-03-03,In Progress,Cash,
3834,2921,3176,12,56,2024-03-22,Completed,Insurance,2.0
3835,1953,1894,5,155,2025-09-05,Completed,Insurance,4.0
3836,1475,3229,3,46,2024-09-16,Cancelled,,
3837,1233,692,8,178,2025-11-10,Completed,Financing,4.0
3838,79,3156,2,130,2023-10-01,Cancelled,,
3839,1316,433,3,150,2024-07-26,In Progress,Financing,
3840,2044,1891,8,130,2024-08-09,Completed,Cash,1.0
3841,2386,1668,12,118,2023-09-07,Completed,Credit Card,3.0
3842,2017,151,9,49,2025-05-21,Completed,Financing,5.0
3843,9,1091,9,41,2023-05-27,Completed,Credit Card,4.0
3844,2278,1424,7,179,2024-02-02,Completed,Financing,3.0
3845,1300,285,3,29,2023-02-22,Completed,Debit Card,4.0
3846,2021,2053,7,124,09/05/2024,Completed,Insurance,4.0
3847,2972,568,1,50,2023-11-06,Completed,Insurance,4.0
3848,2998,1521,4,121,2023-05-28,Completed,Cash,2.0
3849,1579,827,6,94,2024-08-26,In Progress,Credit Card,
3850,1859,667,10,140,2023-02-09,Completed,Insurance,
3851,1343,2259,6,13,2025-01-15,Completed,Credit Card,
3852,1182,3391,6,6,2023-06-29,Cancelled,,
3853,2339,2633,7,143,2025-04-14,Completed,Financing,
3854,523,641,11,164,2024-06-18,Completed,Financing,
3855,2228,2157,11,40,2025-11-13,Completed,Insurance,
3856,557,454,2,100,2025-04-23,Completed,Credit Card,
3857,2373,2208,10,24,2024-01-08,Completed,Financing,3.0
3858,2340,1780,11,124,2023-07-13,Cancelled,,
3859,1104,3136,6,142,2024-06-12,Cancelled,,
3860,2103,1573,2,143,2023-05-22,Completed,Insurance,3.0
3861,844,1167,10,180,2024-02-07,Completed,Credit Card,
3862,2407,2634,3,120,2025-05-31,In Progress,Cash,
3863,1395,3328,6,17,2025-03-21,Completed,Cash,4.0
3864,1638,2304,11,1,2023-06-07,In Progress,Insurance,
3865,2345,1259,11,131,2023-04-28,Completed,Insurance,1.0
3866,791,1930,9,160,2023-11-19,Cancelled,,
3867,1565,393,5,116,2025-08-22,Completed,Financing,2.0
3868,1607,1870,10,180,2025-10-16,Cancelled,,
3869,101,2033,4,151,2023-01-26,Completed,Insurance,5.0
3870,1426,1249,7,40,2025-02-02,Cancelled,,
3871,1011,1197,6,149,2025-03-12,Completed,Financing,2.0
3872,412,3290,9,78,2025-05-17,Completed,Financing,
3873,2623,1605,9,78,2024-07-14,Completed,Financing,3.0
3874,277,3017,12,17,2025-07-19,Completed,Insurance,5.0
3875,1380,2440,8,89,2023-09-26,Completed,Credit Card,
3876,2863,88,3,124,2024-04-09,In Progress,Insurance,
3877,1631,884,10,162,2023-07-04,Completed,Cash,4.0
3878,293,845,10,119,2025-07-12,Completed,Insurance,4.0
3879,2305,1211,8,21,2023-08-12,Completed,Insurance,2.0
3880,9,1091,1,163,2025-06-04,Completed,Financing,3.0
3881,765,465,2,56,2025-09-21,Completed,Cash,1.0
3882,1139,1690,1,151,2023-11-09,Completed,Insurance,2.0
3883,2724,1775,10,108,2025-04-30,Completed,Debit Card,4.0
3884,1475,3229,9,46,2024-05-04,Completed,Debit Card,2.0
3885,2986,267,10,45,2025-04-25,Cancelled,,
3886,585,1723,10,33,2025-10-21,In Progress,Credit Card,
3887,1613,1764,8,118,2025-07-08,Completed,Cash,5.0
3888,2516,354,11,120,2024-09-09,Cancelled,,
3889,2577,61,2,140,2023-11-19,Completed,Financing,3.0
3890,1412,2809,6,98,2024-08-22,Completed,Credit Card,1.0
3891,2289,1439,1,178,2023-01-03,Completed,Cash,5.0
3892,2517,1359,4,84,2023-04-13,Completed,Financing,5.0
3893,132,3279,6,33,2024-01-09,Completed,Credit Card,
3894,2358,1577,6,79,2025-09-06,Completed,Cash,
3895,2941,2616,1,1,2023-06-19,Completed,Cash,1.0
3896,1087,2939,7,45,2025-08-14,In Progress,Insurance,
3897,2942,113,5,121,2025-05-28,Completed,Credit Card,5.0
3898,706,496,8,21,2025-03-05,Completed,Insurance,
3899,2281,964,1,88,2024-06-27,Completed,Insurance,5.0
3900,2053,2496,9,173,2023-01-05,Cancelled,,
3901,1987,394,7,176,2025-04-30,Completed,Debit Card,4.0
3902,2643,2878,3,40,2023-12-09,Cancelled,,
3903,1575,3428,1,176,2025-02-09,In Progress,Credit Card,
3904,1074,974,1,147,2025-01-14,Completed,Debit Card,3.0
3905,961,1987,9,136,2024-02-02,In Progress,Cash,
3906,626,1625,1,114,2023-10-25,Completed,Insurance,3.0
3907,2477,851,5,29,2024-09-30,Completed,Insurance,4.0
3908,871,1759,7,154,2023-07-02,Cancelled,,
3909,909,359,4,61,2023-12-15,In Progress,Debit Card,
3910,2663,2542,6,173,2023-01-21,Completed,Financing,4.0
3911,475,337,1,27,2024-02-02,Completed,Financing,5.0
3912,263,1883,3,174,2025-02-14,Cancelled,,
3913,1470,2845,6,159,2023-06-05,Cancelled,,
3914,1942,2147,9,16,2024-03-14,In Progress,Cash,
3915,1150,1400,11,171,2025-11-11,Completed,Debit Card,1.0
3916,984,2461,4,9,2023-01-21,Completed,Financing,1.0
3917,2849,3162,6,29,2023-11-24,Completed,Financing,4.0
3918,2289,1439,7,48,2025-10-03,In Progress,Debit Card,
3919,916,2092,7,180,2024-11-17,Cancelled,,
3920,452,2115,5,174,2023-09-13,Completed,Financing,2.0
3921,2451,654,3,177,2024-06-25,Completed,Cash,3.0
3922,2942,113,12,22,2025-03-30,Completed,Financing,2.0
3923,1127,550,1,180,2025-10-01,Cancelled,,
3924,2846,3356,9,49,2025-03-02,Completed,Financing,
3925,2125,3292,6,46,2023-09-01,Completed,Credit Card,2.0
3926,2477,1145,6,89,2025-02-12,Cancelled,,
3927,924,717,1,142,2025-12-15,Completed,Insurance,1.0
3928,437,2156,8,58,2023-08-16,Completed,Cash,2.0
3929,1044,613,5,177,2023-11-14,In Progress,Insurance,
3930,2072,243,12,146,2024-04-02,Completed,Financing,
3931,1731,1959,1,123,2025-10-05,Cancelled,,
3932,2174,3042,10,180,2023-11-18,Completed,Insurance,5.0
3933,2963,2204,2,37,2023-05-23,Cancelled,,
3934,2810,2661,4,180,2025-09-10,Completed,Credit Card,1.0
3935,1715,1583,12,128,2025-08-30,Completed,Debit Card,1.0
3936,719,156,3,5,2025-05-05,Completed,Credit Card,2.0
3937,1840,77,10,58,2023-06-27,Completed,Financing,
3938,1698,3309,5,64,2023-05-17,Cancelled,,
3939,1320,2775,2,59,2025-11-23,Completed,Debit Card,
3940,1991,2409,8,133,2023-10-20,Completed,Debit Card,4.0
3941,741,299,4,60,2023-03-25,Completed,Insurance,1.0
3942,2613,3038,10,124,2023-01-15,Completed,Insurance,3.0
3943,2758,645,12,9,2025-08-01,In Progress,Insurance,
3944,237,2171,6,151,2023-11-02,Completed,Credit Card,
3945,1755,2145,6,58,2024-09-23,In Progress,Insurance,
3946,2036,2569,11,173,2024-06-18,Completed,Credit Card,3.0
3947,2939,1036,5,53,2023-12-16,Cancelled,,
3948,2609,170,3,168,2025-02-02,Cancelled,,
3949,2624,1486,6,135,2023-05-11,Completed,Credit Card,1.0
3950,1006,2144,11,84,2025-07-16,Completed,Cash,5.0
3951,2878,1776,5,144,2025-03-23,Cancelled,,
3952,874,2788,3,127,2024-11-24,Completed,Cash,
3953,1328,2095,9,112,2023-08-31,Cancelled,,
3954,506,1510,4,135,2023-09-22,Completed,Credit Card,
3955,1570,2719,2,156,2025-05-24,Completed,Insurance,
3956,93,1168,7,144,2024-02-17,Completed,Cash,1.0
3957,282,1591,5,5,2023-08-24,Cancelled,,
3958,1495,2590,5,154,2024-07-23,Completed,Cash,2.0
3959,2718,978,12,109,2023-02-21,Completed,Financing,
3960,2947,1962,11,76,2024-07-10,Cancelled,,
3961,551,1312,3,119,2024-07-04,In Progress,Debit Card,
3962,2414,256,7,125,2024-08-30,Cancelled,,
3963,841,2817,10,123,2023-02-20,Cancelled,,
3964,2628,1394,9,70,2024-02-22,Completed,Cash,3.0
3965,765,465,4,105,2024-01-26,Completed,Cash,2.0
3966,1783,547,4,146,2024-01-11,Completed,Cash,
3967,969,2528,8,169,2025-11-23,Cancelled,,
3968,1395,3328,8,14,2025-09-13,Cancelled,,
3969,604,2305,8,141,2023-09-05,Completed,Debit Card,1.0
3970,2000,3021,7,73,2025-05-21,Completed,Cash,5.0
3971,2806,665,9,53,2024-06-18,Completed,Insurance,5.0
3972,602,1645,5,79,01/29/2025,Cancelled,,
3973,2133,1610,9,56,2024-09-06,Completed,Debit Card,2.0
3974,2162,23,11,166,2023-03-03,Completed,Financing,1.0
3975,1581,2666,4,43,2024-01-23,Cancelled,,
3976,174,120,6,88,2025-05-26,Completed,Debit Card,5.0
3977,642,1757,11,13,2023-09-10,Completed,Insurance,
3978,2237,443,4,16,2025-06-02,Cancelled,,
3979,1115,2428,6,93,2023-03-07,Cancelled,,
3980,683,309,9,165,2024-09-27,Completed,Insurance,
3981,2485,147,4,136,2023-09-05,Completed,Insurance,1.0
3982,293,1589,4,135,2024-01-09,Completed,Insurance,2.0
3983,2024,3365,4,170,05/15/2025,Completed,Debit Card,
3984,601,602,12,147,2023-07-09,Completed,Credit Card,
3985,1947,2287,3,64,2025-12-30,Completed,Cash,
3986,276,636,8,91,2023-06-25,Completed,Financing,
3987,2979,1884,11,86,2025-05-09,Cancelled,,
3988,2206,997,4,118,2023-03-14,Completed,Insurance,5.0
3989,850,2158,6,165,2024-06-28,Completed,Cash,
3990,1359,638,10,53,2024-10-25,Completed,Insurance,
3991,2217,900,1,2,2023-03-27,Completed,Credit Card,4.0
3992,2055,3327,3,167,2024-04-27,Completed,Debit Card,1.0
3993,706,496,3,23,2025-12-13,Cancelled,,
3994,2327,49,1,151,2023-08-11,Completed,Credit Card,5.0
3995,439,419,9,75,2025-10-10,Cancelled,,
3996,1715,1583,6,167,2025-05-02,Cancelled,,
3997,2708,182,8,177,2023-03-18,Completed,Insurance,
3998,2622,1868,12,61,2025-01-22,Completed,Debit Card,3.0
3999,2664,3040,5,33,2025-05-26,Cancelled,,
4000,2824,2194,12,104,2024-09-07,Completed,Credit Card,3.0
4001,1298,3205,10,24,2023-01-03,Completed,Insurance,
4002,2218,928,6,77,2023-07-21,Completed,Cash,3.0
4003,67,233,1,155,2024-09-28,In Progress,Cash,
4004,2326,1781,1,95,2024-05-27,Completed,Cash,3.0
4005,309,1548,12,93,2025-08-14,In Progress,Credit Card,
4006,665,658,4,21,2024-08-20,Completed,Cash,
4007,2900,2509,1,23,2024-08-24,Completed,Insurance,5.0
4008,1809,2942,5,38,2023-12-16,Completed,Insurance,
4009,1724,760,1,45,2024-09-07,Completed,Financing,3.0
4010,2423,347,11,132,2025-01-06,Completed,Cash,
4011,710,2930,4,11,2025-07-02,Completed,Insurance,
4012,1709,2020,2,18,2024-03-10,Completed,Insurance,
4013,2496,2038,9,175,2025-01-06,Completed,Debit Card,
4014,56,1306,4,159,2024-10-14,Completed,Credit Card,
4015,2,432,5,14,2024-05-23,Completed,Financing,3.0
4016,2281,964,1,104,2025-11-15,Completed,Insurance,1.0
4017,1288,1223,5,177,2023-11-12,Completed,Insurance,2.0
4018,673,3200,8,147,2024-11-10,Cancelled,,
4019,1898,414,6,136,2024-12-29,In Progress,Insurance,
4020,2969,828,10,86,2024-11-26,Completed,Credit Card,2.0
4021,104,2471,7,12,2024-12-05,Completed,Cash,5.0
4022,1659,253,10,102,2024-12-26,In Progress,Cash,
4023,2789,223,6,61,2023-07-20,Cancelled,,
4024,926,124,3,68,2025-07-26,Completed,Credit Card,
4025,29,1131,3,162,2024-11-26,Completed,Financing,
4026,2634,2228,4,27,2024-09-04,Completed,Cash,
4027,40,3082,10,161,2025-11-30,Completed,Cash,4.0
4028,1404,1473,4,55,2024-09-19,Completed,Insurance,4.0
4029,39,809,5,14,2023-09-12,Completed,Cash,2.0
4030,2790,2956,10,87,2023-03-23,Completed,Debit Card,2.0
4031,2448,3300,4,161,2024-01-31,Completed,Debit Card,
4032,1359,638,11,143,2023-06-02,Cancelled,,
4033,2698,2794,1,121,2024-03-20,Completed,Financing,
4034,2401,138,8,144,2025-10-19,Cancelled,,
4035,526,3366,9,177,2023-07-12,In Progress,Insurance,
4036,258,45,12,111,2025-05-02,In Progress,Financing,
4037,1288,1223,4,111,2024-02-06,In Progress,Financing,
4038,423,2224,4,17,2024-04-06,In Progress,Insurance,
4039,2242,575,5,69,2023-04-02,Completed,Cash,
4040,2655,2441,4,160,2024-07-26,Completed,Financing,
4041,424,2689,4,64,2025-11-21,In Progress,Debit Card,
4042,126,1996,3,4,2025-01-22,Cancelled,,
4043,2527,1378,4,147,2025-01-25,Completed,Credit Card,
4044,2541,748,4,29,2023-03-14,Completed,Financing,
4045,424,2689,9,29,2025-03-27,Completed,Financing,3.0
4046,1672,1489,6,161,2023-04-12,Completed,Insurance,4.0
4047,2164,376,5,108,2023-11-23,Completed,Cash,
4048,2511,2026,8,162,2023-01-07,Cancelled,,
4049,664,368,2,14,2023-02-02,Completed,Debit Card,4.0
4050,1802,1129,10,83,2023-07-31,Completed,Insurance,
4051,1701,2155,10,69,2025-01-05,In Progress,Debit Card,
4052,367,2014,6,126,2024-03-15,Completed,Credit Card,
4053,340,3179,4,92,2025-06-23,Completed,Insurance,
4054,1786,854,8,50,2024-02-10,In Progress,Financing,
4055,2650,2267,10,7,2023-06-01,Completed,Credit Card,2.0
4056,2896,1028,3,19,2023-02-15,In Progress,Insurance,
4057,1953,1894,7,102,2023-02-27,Completed,Debit Card,5.0
4058,1421,1518,8,29,2025-08-25,Completed,Financing,
4059,1501,1176,3,45,2023-07-11,Completed,Insurance,
4060,1746,2586,3,160,2023-06-09,In Progress,Cash,
4061,839,1937,9,123,2023-06-26,Completed,Credit Card,5.0
4062,2178,1207,10,146,2025-10-28,Completed,Credit Card,4.0
4063,1947,965,12,33,2025-12-23,Cancelled,,
4064,1475,2435,5,166,2023-06-27,Completed,Cash,
4065,1691,1908,4,12,2024-03-08,Completed,Financing,2.0
4066,2918,2106,3,152,2024-07-15,In Progress,Debit Card,
4067,101,2033,1,161,2024-08-21,Completed,Cash,
4068,2554,1253,7,76,2024-03-05,Cancelled,,
4069,838,1970,5,146,2025-06-06,In Progress,Credit Card,
4070,2343,341,1,96,2023-05-25,In Progress,Debit Card,
4071,2898,2947,2,150,2025-12-23,Completed,Financing,2.0
4072,2840,801,7,9,2025-12-14,Completed,Financing,2.0
4073,2936,607,4,64,2025-01-30,Completed,Cash,2.0
4074,1160,1322,12,74,2024-06-25,Completed,Credit Card,
4075,763,1924,7,23,2023-07-30,Completed,Debit Card,3.0
4076,2254,1925,1,131,2025-09-11,Completed,Credit Card,
4077,1200,913,8,71,2025-01-03,Completed,Cash,3.0
4078,1711,2663,2,60,2025-06-23,Cancelled,,
4079,1070,794,1,179,2023-05-18,Completed,Financing,3.0
4080,420,1838,9,96,2023-07-05,In Progress,Credit Card,
4081,2956,1724,7,173,2024-12-24,Completed,Insurance,
4082,2407,2285,7,56,2024-05-28,Completed,Credit Card,1.0
4083,2863,1246,8,45,2023-11-24,In Progress,Debit Card,
4084,1815,2488,12,26,2024-08-04,Completed,Cash,
4085,209,1156,5,4,2023-07-21,Completed,Cash,1.0
4086,467,2126,6,4,2024-04-05,Completed,Financing,
4087,2451,654,1,102,2025-08-12,Cancelled,,
4088,475,2852,10,158,2023-03-18,In Progress,Financing,
4089,824,3251,10,148,2025-05-22,Completed,Debit Card,
4090,1519,2278,8,170,2023-02-15,In Progress,Insurance,
4091,1529,2128,12,67,2023-06-06,Completed,Credit Card,4.0
4092,240,276,7,13,2024-10-18,Completed,Financing,4.0
4093,2158,2017,9,109,2025-12-31,Completed,Credit Card,
4094,557,2281,6,94,2023-10-26,Completed,Cash,1.0
4095,1909,1382,5,5,2023-06-20,Completed,Financing,1.0
4096,1316,433,9,174,2023-07-06,Completed,Insurance,5.0
4097,11,2007,4,15,2024-07-10,Completed,Cash,
4098,2098,1034,10,116,2025-04-06,In Progress,Credit Card,
4099,2771,2851,7,36,2024-10-10,Completed,Debit Card,3.0
4100,745,756,11,157,2025-02-27,Completed,Insurance,3.0
4101,240,1892,2,163,2024-03-26,Cancelled,,
4102,2846,3356,6,28,2025-08-08,Completed,Cash,
4103,1738,2563,3,162,2023-12-11,Cancelled,,
4104,962,714,4,138,2025-11-29,Cancelled,,
4105,2507,775,1,76,2024-02-20,Completed,Insurance,1.0
4106,1332,1127,1,48,2025-03-22,In Progress,Insurance,
4107,2596,591,10,146,2023-11-25,Completed,Cash,
4108,2712,1745,3,145,2023-09-01,In Progress,Cash,
4109,963,817,3,35,2025-06-30,Completed,Credit Card,4.0
4110,506,1510,5,148,2023-01-31,Completed,Credit Card,
4111,2837,1326,11,66,2024-05-10,Completed,Credit Card,5.0
4112,2845,835,1,36,2025-03-31,Completed,Financing,
4113,2952,1811,1,177,2024-07-23,In Progress,Debit Card,
4114,2801,2392,5,159,2023-10-05,Completed,Financing,4.0
4115,2698,870,8,8,2025-12-07,Cancelled,,
4116,2059,3094,8,178,2023-10-27,Completed,Financing,2.0
4117,2409,875,10,125,06/25/2025,Completed,Financing,4.0
4118,2140,1951,1,44,2023-05-22,Completed,Cash,3.0
4119,406,1162,4,33,2023-06-28,Completed,Debit Card,1.0
4120,1730,89,4,68,2025-04-07,Completed,Credit Card,3.0
4121,1937,3371,11,7,2024-06-23,Completed,Financing,
4122,2621,2834,9,16,2023-09-07,In Progress,Cash,
4123,1287,771,1,139,2025-07-24,Completed,Debit Card,3.0
4124,1004,3059,5,141,2024-12-08,Completed,Insurance,5.0
4125,688,2231,12,142,2025-03-23,Completed,Insurance,
4126,2645,2260,11,113,2024-09-04,Completed,Debit Card,
4127,1822,701,9,66,2025-03-27,In Progress,Cash,
4128,2007,35,5,119,2025-04-14,Completed,Insurance,
4129,1321,1585,6,105,2024-09-03,In Progress,Credit Card,
4130,63,615,5,18,2024-12-07,Completed,Credit Card,2.0
4131,132,3279,11,30,2024-07-07,Cancelled,,
4132,838,431,2,102,2025-04-18,Completed,Credit Card,
4133,2039,3342,7,47,2023-11-30,Completed,Financing,
4134,1509,740,12,98,2023-02-08,Completed,Cash,
4135,313,143,10,55,2023-09-25,Completed,Cash,3.0
4136,1369,18,11,136,2024-12-05,Cancelled,,
4137,2141,1169,3,126,2025-03-17,Cancelled,,
4138,1880,1135,8,173,2023-10-09,Cancelled,,
4139,452,2150,9,13,2025-10-02,Completed,Insurance,
4140,2175,864,8,91,2024-07-30,In Progress,Financing,
4141,437,2559,2,52,2025-06-12,Cancelled,,
4142,2936,607,11,24,2023-06-01,Completed,Credit Card,5.0
4143,1141,3168,2,170,2024-04-18,In Progress,Cash,
4144,8,2448,3,50,2023-01-21,Completed,Debit Card,3.0
4145,1631,709,8,57,2023-08-23,In Progress,Debit Card,
4146,964,1220,8,77,2023-04-27,Completed,Financing,
4147,2704,3404,3,25,2024-10-06,Cancelled,,
4148,2861,1192,1,129,2023-02-27,Completed,Financing,2.0
4149,2153,1080,2,72,2024-06-28,Completed,Cash,4.0
4150,1133,1617,4,129,2025-09-12,Completed,Credit Card,
4151,1412,183,7,127,2024-02-29,Completed,Financing,4.0
4152,622,2538,5,104,2025-08-15,Completed,Insurance,
4153,1566,2704,7,113,2025-10-12,Completed,Financing,2.0
4154,2807,1240,12,150,2025-11-11,Completed,Cash,2.0
4155,817,681,5,109,2023-10-18,Completed,Cash,2.0
4156,2103,2875,3,74,2024-08-04,Cancelled,,
